ticker,companyname,revenue_change,rnd_change,equity_change
LGND,Ligand Pharmaceuticals Inc,0.8953246209950982,0.15696336931516552,0.12682354931892625
LPTX,Leap Therapeutics Inc,3.0,0.020199287614409922,1.1364395457581828
MDGS,Medigus Ltd,0.945054945054945,0.6371100164203614,2.423438198896675
MGNX,Macrogenics Inc,0.5845941825005865,0.0014456511263396532,0.8393528988891397
MORF,Morphic Holding Inc,1.5824748515331475,0.17586085170565768,1.8789323760096774
MRKR,Marker Therapeutics Inc,1.1894846946912203,0.5061148570336731,0.8355388054909294
MRNA,Moderna Inc,51.35332669017323,2.4439920481767365,1.3389973879773827
MRTX,Mirati Therapeutics Inc,4.5691263782866836,0.5054893684616606,0.9191757108069476
MTBC,CareCloud Inc,0.5868245559203282,2.0528385295170724,0.8097640470711038
NTRA,Natera Inc,0.36354228626227547,1.0980962044473488,0.4384170055652752
NVTA,Invitae Corp,0.32617797346571376,0.4804408482142857,6.286257447115134
ONCT,Oncternal Therapeutics Inc,0.3996840442338072,0.2556802627977006,9.418759018759019
OPGN,Opgen Inc,0.4302729560601801,1.5339299421218313,2.268641710172784
PHR,Phreesia Inc,0.259486263397807,0.328039317123642,4.037071881818364
PROF,Profound Medical Corp,0.6729982696648085,0.15260365103880358,0.24270607467560623
PTGX,Protagonist Therapeutics Inc,12.446937014667817,0.12135656904117664,3.1383525356652733
QDEL,Quidel Corp,2.316303254240306,0.6584306025235447,1.461527530613897
QGEN,Qiagen Nv,0.3326659642408025,0.06746416853168546,0.1437465258476931
QTNT,Quotient Ltd,0.32836232239098484,0.007889252753795706,4.254387552017369
QTRX,Quanterix Corp,0.6275925155925155,0.36029146091774056,2.9603934613510745
RCUS,Arcus Biosciences Inc,4.681866666666667,1.3538713575312542,3.7269585744962246
RGLS,Regulus Therapeutics Inc,165.66666666666666,0.639325250395361,0.8192860018789425
RGNX,REGENXBIO Inc,1.9966918623660876,0.24235205893380973,0.3197699880043412
SDGR,Schrodinger Inc,0.25360534646500166,0.621882416155465,1.1378397858668028
SELB,Selecta Biosciences Inc,3.146842657867107,0.05329847946681565,1.2333675681844118
SGEN,Seagen Inc,1.3775506575121232,0.14021932863330822,0.9396177429092816
SLRX,Salarius Pharmaceuticals Inc,0.3619887120299321,0.41285404037930884,1.7094979489921824
SMTI,Sanara MedTech Inc,0.3333190411457243,25.94597674948712,4.305146382370425
SRNE,Sorrento Therapeutics Inc,0.40926991820660397,0.30856205512756674,1.2904703937927415
SYRS,Syros Pharmaceuticals Inc,3.4898899411313025,0.3530671181039633,0.9581150464444821
TBIO,Translate Bio Inc,14.36380189366351,0.6088822541518941,1.7257625883144554
TDOC,Teladoc Health Inc,1.2572477470261738,2.2937538651824365,14.82669667468858
TELA,TELA Bio Inc,0.2834993066935585,0.4753231492361927,0.7208486399471663
TNDM,Tandem Diabetes Care Inc,0.3746613703466959,0.3503585306253254,0.5127910568791751
TRVN,Trevena Inc,104.74193548387096,0.018082232893157357,2.4057648897378017
TTNP,Titan Pharmaceuticals Inc,0.501794687724336,0.09270998415213949,0.89158453373768
TWST,Twist Bioscience Corp,0.7174382200066871,0.283007667573584,1.3246644612834118
TXG,10x Genomics Inc,0.25940882597835135,0.47960137690705884,0.8394496758485142
VAPO,Vapotherm Inc,1.5296067006554988,0.3742294838470108,1.5865261427639052
VEEV,Veeva Systems Inc,0.3051574051243904,0.38761396202659815,0.3575431029696241
VIR,Vir Biotechnology Inc,6.156681119432401,0.9847849961082855,0.7115291073874737
VIVO,Meridian Bioscience Inc,0.6035597515722808,0.2531035852616943,0.5130712403377451
VMD,Viemed Healthcare Inc,0.581428089403935,0.5837563451776651,0.021152363115566786
XENE,Xenon Pharmaceuticals Inc,1.1173509743294745,0.3262970192052821,0.4697305003777037
XLRN,Acceleron Pharma Inc,0.49475885435968014,0.21817529549488301,0.9593714205624642
